,ticker,setor,ano_tri,data_base,preco,upside,upside_tri,roc,roc_tri,roe,roe_tri,roic,p_vp,p_l,p_ebit,ev_ebitda,enterprise_value,earning_yield,margem_bruta,margem_ebit,margem_liquida,endividamento,dividend_yield,volume
292,G2DI33,financeiro,20224T,2023-04-03,2.0,-4.33767213,13.73054238,-0.25953367,0.39535084,-0.26923836,0.3971467,-0.23578796,0.2582,-0.9589,-0.9783,-1.042,245109.0,-0.95965148,0.0,0.0,0.0,0.01682452,0.0,346.547
293,BRPR3,shopping,20224T,2023-04-03,234.0,-0.97974889,-0.99873227,-0.45881753,-0.15083022,-0.3449348,-0.06385293,-0.44197551,24.6097,-71.3461,-55.6812,-55.533,108387809.0,-0.01800732,1.0,-6.56007771,-5.11973864,-0.06553249,0.00044911,56090.968
294,ALPK3,consumo,20224T,2023-04-03,1.15,-4.00701613,-16.42780306,0.0365731,0.02685255,-0.37031227,-0.41323661,0.04222762,0.5787,-1.5627,3.2494,19.5036,1479072.0,0.05127269,0.28485685,0.06813908,-0.14168177,2.89478393,0.0,215.94
295,RSID3,construção,20224T,2023-04-03,2.65,-28.68800681,-30.39719377,-2.14232066,-5.05441169,-0.39879004,-0.69518243,-0.70151588,-0.0472,-0.1184,-0.1443,-1.7587,635713.0,-0.57072444,0.0,0.0,0.0,0.52628279,0.0,419.441
296,FHER3,agrícola,20224T,2023-04-03,13.34,-2.66215846,-6.42297105,-0.04089076,-0.27735966,-0.40858298,-0.79775317,-0.15219747,1.9496,-4.7715,-12.4141,-25.4332,667799.0,-0.08666378,0.04282842,-0.01019782,-0.02653171,-0.13746065,0.0,7960.04
297,AMER3,varejo,20224T,2023-04-03,1.01,-81.03972736,-285.66042602,-3.96417822,-17.22950159,-0.4841835,-1.86971585,-1.99390697,-0.0342,-0.0706,-0.1167,-2.8358,17588136.0,-0.44406791,0.1946494,-0.30262139,-0.50027452,0.62537316,0.3655378,29604.723
298,DOTZ3,consumo,20224T,2023-04-03,0.79,-5.2742773,-6.05556626,-0.93381324,-1.12826635,-0.56185114,-0.72026961,-1.57705155,-0.6158,-1.096,-0.9954,-0.0588,4801.0,-21.83171046,0.89351669,-0.75345587,-0.68430965,0.58745448,0.0,27.647
299,BIOM3,saúde,20224T,2023-04-03,3.92,-2.9060266,-2.96942566,-0.33278407,-0.33040693,-0.58173328,-0.56037056,-0.26022276,2.0027,-3.4427,-3.6951,-5.2223,386372.0,-0.22319407,0.15240963,-0.8216552,-0.88190064,0.42564531,0.0,50.256
300,AMAR3,varejo,20224T,2023-04-03,0.6,-4.67754906,-20.57627003,-0.07916951,-0.18636712,-0.60557804,-1.16828453,-0.08003943,0.3184,-0.5258,-1.0937,-14.332,1667201.0,-0.11274523,0.39597756,-0.06835433,-0.14217245,2.26395943,0.0,5590.173
301,TEND3,construção,20224T,2023-04-03,4.7,-4.53773816,-16.63554253,-0.12284937,-0.12776748,-0.77439201,-0.87971773,-0.14358858,0.6626,-0.8556,-1.5055,-5.0059,1283009.0,-0.2461471,0.11385708,-0.13090062,-0.23033915,1.12532817,0.0,13267.939
302,AZEV4,indústria,20224T,2023-04-03,1.28,-13.90408231,-20.67145989,-0.35648305,-0.25786292,-0.82445361,-1.14012371,-0.77628864,1.0185,-1.2353,-0.7746,-1.7417,154421.0,-0.82595631,0.02675118,-0.33174326,-0.20800637,0.57350515,0.0,604.542
303,AZEV3,indústria,20224T,2023-04-03,1.41,-12.71434423,-18.85777919,-0.35648305,-0.25786292,-0.82445361,-1.14012371,-0.77628864,1.1219,-1.3608,-0.8532,-1.8549,164454.0,-0.77556424,0.02675118,-0.33174326,-0.20800637,0.57350515,0.0,249.883
304,OIBR3,telecom,20224T,2023-04-03,1.05,-45.46855935,-16.74414329,-1.02372296,-3.65251366,-0.88189747,-3.23478227,-40.01164979,-0.0286,-0.0325,-0.0342,-1.404,19715014.0,-0.92644508,-0.01890879,-1.74196255,-1.83743552,0.87382131,0.0,5031.177
305,OIBR4,telecom,20224T,2023-04-03,2.57,-19.16808845,-7.43243209,-1.02372296,-3.65251366,-0.88189747,-3.23478227,-40.01164979,-0.0701,-0.0795,-0.0838,-1.4685,20620518.0,-0.88576233,-0.01890879,-1.74196255,-1.83743552,0.87382131,0.0,140.603
306,CTNM4,textil,20224T,2023-04-03,1.19,-48.8565619,-91.18518758,-0.08991319,-0.10755582,-0.92408156,-1.12103522,-0.10696528,0.0503,-0.0545,-0.1636,-9.4259,1098386.0,-0.20290583,0.13043761,-0.14653208,-0.44012618,1.46592464,0.04907099,5.702
307,PMAM3,indústria,20224T,2023-04-03,3.35,-56.89556485,-59.2824018,-1.08773951,-2.94913877,-0.95865864,-2.82716643,-3.77259324,-0.0516,-0.0538,-0.1029,-2.5284,3313885.0,-0.42659448,-0.24833922,-0.70473323,-1.34651189,1.1245458,0.00104537,524.661
308,AVLL3,construção,20224T,2023-04-03,2.81,-33.06921323,-29.45627797,-0.23534141,-0.22096744,-1.04650363,-1.02743691,-0.29033728,-0.1589,-0.1518,-0.3397,-5.18,918924.0,-0.19974988,0.1338493,-0.6923103,-1.54908461,2.18254923,0.0,176.564
309,CVCB3,consumo,20224T,2023-04-03,2.98,-1.56270963,-2.29262879,-0.05641609,0.1756702,-1.36956838,-1.22306623,-0.03097106,2.6106,-1.9061,-21.9891,5.4827,907974.0,-0.04138114,1.0,-0.03075733,-0.35481563,0.25839548,0.0,50465.998
310,ATMP3,financeiro,20224T,2023-04-03,1.35,-84.27768109,-15.19031153,-0.52799417,-0.03752091,-1.5178444,-0.33137507,-3.40039864,-0.1202,-0.0792,-0.1124,-1.5854,331059.0,-0.96879601,-0.11093089,-0.47725967,-0.67741979,0.98358929,0.0,17.004
311,SGPS3,textil,20224T,2023-04-03,1.06,-46.05127811,-79.52950453,-0.14100621,-0.24930259,-1.6657864,-2.42949685,-0.1765755,0.14,-0.084,-0.2123,-5.5413,839480.0,-0.29744604,0.13355922,-0.20510167,-0.51812197,2.07694806,0.0,54.011
312,NEXP3,construção,20224T,2023-04-03,4.04,-46.02419109,-56.93164364,-2.72375591,-7.85495633,-1.73595292,-4.91739316,-3.94747692,-0.123,-0.0709,-0.0786,-0.3877,52707.0,-2.57951374,0.55943044,-1.13079604,-1.2537157,0.48399802,0.0,9.304
313,LIGT3,energia,20224T,2023-04-03,2.08,13.74511897,-12.36444539,-0.11017642,-0.69749574,-1.99391477,-7.72511114,-0.14116219,0.2724,-0.1366,-0.4056,-7.9516,9380054.0,-0.20366738,0.14953416,-0.14414621,-0.42798465,3.02491179,0.12196433,38485.325
314,RCSL3,indústria,20224T,2023-04-03,4.35,-1.52206456,-2.78161852,0.20776222,0.76920829,-2.23652695,-7.51673124,-1.25202536,-29.0447,-12.9865,23.1982,19.7893,163361.0,0.04351716,0.12179617,0.09594958,-0.17139734,0.27386404,0.0,2452.931
315,RCSL4,indústria,20224T,2023-04-03,0.6,-4.78496809,-13.91673426,0.20776222,0.76920829,-2.23652695,-7.51673124,-1.25202536,-4.0062,-1.7912,3.1997,2.5672,21192.0,0.33545658,0.12179617,0.09594958,-0.17139734,0.27386404,0.0,251.257
