,ticker,setor,ano_tri,data_base,preco,upside,upside_tri,roc,roc_tri,roe,roe_tri,roic,p_vp,p_l,p_ebit,ev_ebitda,enterprise_value,earning_yield,margem_bruta,margem_ebit,margem_liquida,endividamento,dividend_yield,volume
192,DESK3,telecom,20224T,2023-04-03,8.0,0.88679768,1.2819586,0.11504908,0.14536854,0.05777266,0.06445845,0.11968351,0.9683,16.76,4.201,5.1322,1551493.0,0.14140827,0.59126434,0.30867305,0.07737016,0.66167403,0.00133128,9120.146
193,AESB3,energia,20224T,2023-04-03,9.89,-0.15701479,1.39789691,0.04919397,0.06243272,0.05743789,0.09856911,0.04237406,1.068,18.5948,8.5306,18.7211,13064519.0,0.05341574,0.31842807,0.24528542,0.11252745,1.27587362,0.03701121,15699.514
194,PFRM3,saúde,20224T,2023-04-03,3.27,3.13164111,1.37171394,0.10310138,0.07491693,0.05629574,0.01501396,0.11173702,0.2654,4.7147,1.6503,3.068,881349.0,0.27565144,0.14655605,0.03108217,0.01087994,0.31802589,0.05300038,328.537
195,APER3,financeiro,20224T,2023-04-03,25.63,-0.5933415,-0.41511965,0.03739348,0.06458059,0.0559512,0.08297154,0.03967257,1.0608,18.9588,26.7381,8.9511,382131.0,0.04906951,1.0,0.07703811,0.10864876,-0.25227232,0.00576026,2489.086
196,RDOR3,saúde,20224T,2023-04-03,20.86,-0.02349709,-0.06931771,0.07739863,0.06976009,0.05470029,0.04895981,0.06967167,2.0365,37.2294,12.0537,9.3404,49532129.0,0.07871335,0.22628793,0.16960738,0.05491333,0.10992708,0.01481904,52840.67
197,CPLE6,energia,20224T,2023-04-03,7.0,-0.40880884,-0.51354485,0.07028162,0.05451417,0.0543897,0.11802629,0.08683036,0.9065,16.6671,6.5687,6.8603,28931387.0,0.10079835,0.22799059,0.13299312,0.05241407,0.46260976,0.1131647,106095.84
198,CPLE3,energia,20224T,2023-04-03,6.19,-0.3314478,-0.44988917,0.07028162,0.05451417,0.0543897,0.11802629,0.08683036,0.8016,14.7385,5.8086,6.3347,26714779.0,0.1091619,0.22799059,0.13299312,0.05241407,0.46260976,0.12797301,9717.428
199,CPLE11,energia,20224T,2023-04-03,34.03,-0.39195737,-0.49967881,0.07028162,0.05451417,0.0543897,0.11802629,0.08683036,0.8814,16.2052,6.3867,6.7344,28400496.0,0.10268257,0.22799059,0.13299312,0.05241407,0.46260976,0.11639038,6990.952
200,PINE4,banco,20224T,2023-04-03,1.75,0.08541915,0.63242269,0.0,0.0,0.05438325,0.08370227,0.0,0.3752,6.8991,4.0453,0.0,0.0,0.0,0.01884535,0.05476518,0.03211192,0.0,0.03517003,122.22
201,ELMD3,tecnologia,20224T,2023-04-03,15.7,-0.62688774,0.09369009,0.08307433,0.23746154,0.05388968,0.27482164,0.08159099,2.2851,42.4031,16.2173,10.7466,2704634.0,0.04970025,0.40414611,0.16803087,0.06426427,0.54999864,0.0,1407.096
202,TRIS3,construção,20224T,2023-04-03,3.0,0.6732029,1.62555892,0.05663295,0.0764589,0.05330552,0.08203437,0.05157119,0.4176,7.8332,4.7882,9.8593,1140115.0,0.10008287,0.2962658,0.15008615,0.09174241,0.453776,0.07313308,2265.538
203,ALLD3,tecnologia,20224T,2023-04-03,4.82,-0.50208203,-5.22340284,0.0926515,0.09585306,0.05076667,0.06238729,0.09739794,0.2996,5.9008,2.1664,3.335,936961.0,0.22136349,0.1506679,0.0404481,0.0148497,0.32510912,0.11426519,35.846
204,HBOR3,construção,20224T,2023-04-03,1.95,2.38574236,2.93163967,0.03261224,0.04945199,0.05070601,0.0661817,0.03737445,0.1218,2.4015,1.7567,10.1863,1739223.0,0.0846838,0.27903759,0.16248675,0.11886209,0.69675836,0.09268034,3676.02
205,HBRE3,construção,20224T,2023-04-03,3.85,0.58168661,1.93568132,0.05969317,0.18175424,0.04871063,0.20069182,0.06164142,0.1606,3.2973,1.769,5.5927,1261122.0,0.17807879,0.84170062,1.59427399,0.8553093,0.34924462,0.0,442.268
206,RDNI3,construção,20224T,2023-04-03,5.34,1.90375596,3.36600752,0.0262031,0.0450842,0.04792513,0.06390219,0.0377336,0.3408,7.1119,4.5541,14.9391,805066.0,0.06146824,0.2483874,0.07418178,0.04750177,0.87674645,0.03325299,63.785
207,SOMA3,varejo,20224T,2023-04-03,7.64,-0.53308385,-0.47374555,0.04953699,0.04833127,0.04526553,0.03914582,0.05189782,0.8097,17.8869,13.4187,9.6809,6862189.0,0.06511027,0.56669165,0.09173538,0.06881976,0.11704623,0.01201524,174104.408
208,BRIT3,telecom,20224T,2023-04-03,2.06,0.6627768,1.14613681,0.07486193,0.12229498,0.04403221,0.08838069,0.06308195,0.666,15.1258,5.5111,3.6388,1585624.0,0.10507409,0.41858666,0.16910329,0.06161316,0.48412442,0.00058049,275.797
209,ONCO3,saúde,20224T,2023-04-03,8.06,-0.43040744,-0.01553283,0.08333462,0.13523384,0.0432182,0.14730579,0.07705808,1.4642,33.8787,8.191,9.6571,6235750.0,0.07546246,0.35519019,0.11510176,0.02782852,0.90461911,0.00474551,12768.736
210,MODL3,banco,20224T,2023-04-03,1.52,-0.57323305,-1.2568521,0.0,0.0,0.03796094,-0.0410334,0.0,0.8089,21.308,10.963,0.0,0.0,0.0,0.56791884,0.06942759,0.03572073,0.0,0.05613316,1920.343
211,MTRE3,construção,20224T,2023-04-03,3.27,1.39076726,2.78470594,0.03308593,0.04723226,0.03707049,0.04093889,0.03280828,0.3445,9.293,7.0142,11.2896,617013.0,0.07992056,0.29188559,0.06500173,0.04906238,0.27003993,0.10014061,2117.097
212,LVTC3,tecnologia,20224T,2023-04-03,5.47,2.62771274,2.33774507,0.0834331,0.06486109,0.035766,0.00924368,0.13706209,0.5389,15.0664,3.9315,0.7641,196603.0,0.4516097,0.23125954,0.08290932,0.02163497,-0.23536803,0.03223391,428.971
213,RAIL3,transporte,20224T,2023-04-03,18.97,-0.31978859,-0.51309819,0.08869156,0.1039009,0.03335535,0.06307564,0.09438328,2.2802,68.3595,11.5732,8.8966,44510886.0,0.0682119,0.31970304,0.30850679,0.0522299,0.60820203,0.00111904,185024.903
214,ELET3,energia,20224T,2023-04-03,32.8,-0.86511309,-0.42855115,0.03423944,0.00958225,0.03276976,-0.01724323,0.04518041,0.6798,20.7456,9.7762,10.4993,109308780.0,0.07063298,0.53461579,0.22658779,0.1067781,0.30468274,0.01143878,237939.393
215,ELET6,energia,20224T,2023-04-03,35.65,-0.87589647,-0.474235,0.03423944,0.00958225,0.03276976,-0.01724323,0.04518041,0.7389,22.5481,10.6257,11.1292,115867279.0,0.0666349,0.53461579,0.22658779,0.1067781,0.30468274,0.01052432,82114.535
216,RRRP3,petróleo,20224T,2023-04-03,29.93,-0.59604427,-2.09152048,0.04238039,-0.08869992,0.02941901,-0.03590742,0.05025794,1.4001,47.5932,22.4249,11.4446,6298660.0,0.04303408,0.51490169,0.15736968,0.07414908,0.05073325,0.0,264243.944
217,VLID3,tecnologia,20224T,2023-04-03,9.55,3.66860918,3.44957757,0.16287926,0.11532879,0.02868211,-0.13074823,0.14143694,0.5902,20.5774,2.4819,4.0756,1233486.0,0.24536241,0.35629127,0.1610328,0.01942231,0.37900485,0.00061773,3069.585
218,NGRD3,tecnologia,20224T,2023-04-03,1.09,-0.37242464,-0.48190242,-0.01076465,-0.03068533,0.02867068,0.08722532,-0.0077882,0.5641,19.6748,-63.2128,3.5062,85393.0,-0.04780263,0.63880307,-0.01536047,0.04935145,-0.37741236,0.0,520.462
219,ALOS3,shopping,20224T,2023-04-03,17.23,-0.24942221,0.23319928,0.05392743,0.02611603,0.02820149,0.00338249,0.05961155,1.2542,44.4714,21.0388,10.8936,7316923.0,0.06417479,0.72105359,0.42252598,0.19989184,-0.32526481,0.01032276,77457.145
220,PETZ3,varejo,20224T,2023-04-03,5.97,-0.07850653,-0.10814991,0.04826784,0.05006735,0.02748602,0.03694069,0.06944356,1.5001,54.5751,20.3505,10.2216,2688643.0,0.05046039,0.47647073,0.04786326,0.01784774,-0.0392867,0.0065615,39160.942
221,ENEV3,energia,20224T,2023-04-03,10.28,-1.00740716,-1.09145232,0.03576926,0.01987726,0.02735684,-0.05614087,0.03987679,1.184,43.2796,12.6666,15.4078,32702771.0,0.03926135,0.30632169,0.20950207,0.06131479,1.19681191,0.0,68936.83
222,SQIA3,tecnologia,20224T,2023-04-03,15.65,-0.47033307,-0.49176383,0.05152472,0.03318441,0.02618841,-0.01316282,0.06242427,2.0017,76.4345,21.9617,9.3491,1460607.0,0.04183262,0.42653681,0.09911399,0.02847818,0.17709842,0.00953212,13080.436
223,MLAS3,tecnologia,20224T,2023-04-03,1.28,-0.95893511,-4.69434588,0.03656136,-0.13060888,0.02219449,-0.20252054,0.03521086,0.2566,11.5621,5.6126,6.49,1587083.0,0.1167771,0.25946675,0.04227681,0.0205224,0.13491206,0.09613467,10923.803
224,AGXY3,agrícola,20224T,2023-04-03,7.67,1.93337778,12.04466514,0.16715057,0.3589201,0.01927916,0.56617732,0.14823451,0.8553,44.3623,2.4328,3.3995,2164722.0,0.24384515,0.12520835,0.04553431,0.00249704,0.58647215,0.00517072,204.192
225,ALPA4,consumo,20224T,2023-04-03,7.88,-0.27119841,-0.49026194,0.03040775,-0.00793761,0.01884298,-0.01456797,0.02858618,0.9225,48.9546,26.4196,18.1205,5940830.0,0.03385116,0.46096719,0.04808954,0.02595277,0.10898618,0.01680433,51961.251
226,ALPA3,consumo,20224T,2023-04-03,8.52,-0.32594407,-0.52855212,0.03040775,-0.00793761,0.01884298,-0.01456797,0.02858618,0.9974,52.9306,28.5654,19.4367,6372350.0,0.03155884,0.46096719,0.04808954,0.02595277,0.10898618,0.01554203,66.806
227,BMGB4,banco,20224T,2023-04-03,2.03,-0.40615383,0.51507747,0.0,0.0,0.01581992,0.0538105,0.0,0.2865,18.11,-4.7141,0.0,0.0,0.0,0.41433105,-0.03974008,0.01034445,0.0,0.2522298,3074.549
228,DMVF3,saúde,20224T,2023-04-03,3.39,3.72702344,2.36145251,0.03317802,0.02354269,0.0133668,0.01383884,0.04056485,0.2019,15.1073,4.8143,2.2452,143982.0,0.24747601,0.32060995,0.02402457,0.00765601,-0.03244523,0.0,34.424
229,LWSA3,tecnologia,20224T,2023-04-03,4.72,-0.04893327,-0.01858275,0.022279,0.03254612,0.01016964,0.02535342,0.01589622,0.9369,92.1305,57.4495,9.3648,1418864.0,0.03422526,0.45170159,0.042656,0.02659884,-0.4604198,0.0025776,45377.627
230,GUAR3,varejo,20224T,2023-04-03,4.13,3.34650762,4.12668132,0.04605572,0.12742477,0.00987633,0.07771635,0.03878685,0.3917,39.6633,5.6868,5.0074,3725102.0,0.09732405,0.58178568,0.04286044,0.00614518,0.31605134,0.10244042,6539.783
231,RAIZ4,agrícola,20233T,2023-04-03,2.83,-0.14154499,-1.46025394,0.04986885,0.08853091,0.00715685,0.0308056,0.05284591,1.3392,187.117,8.3818,5.4288,68417437.0,0.05092041,0.04444202,0.01425712,0.00063864,1.79848902,0.08884251,53633.959
232,TPIS3,transporte,20224T,2023-04-03,0.8,11.67950529,-35.29465429,0.09148526,0.00370633,0.00692225,-0.05693517,0.09486187,0.1514,21.8653,0.5664,7.1011,1740180.0,0.14082339,0.29655854,0.218447,0.00565867,1.746242,0.02336445,340.565
233,CSED3,educação,20224T,2023-04-03,2.09,4.73098503,4.31135626,0.09074989,0.05502545,0.00470046,-0.04412428,0.12604184,0.5563,118.3405,2.5085,2.3164,996181.0,0.31284085,0.46745139,0.15364735,0.00325688,0.15257145,0.06395844,1316.119
234,TCSA3,construção,20224T,2023-04-03,2.68,-0.15311217,3.17110955,0.01856406,0.0666213,0.00369762,0.10862638,0.01784292,0.3172,85.7824,8.7027,28.4442,644858.0,0.0351566,0.1172292,0.09551838,0.00969045,0.71952117,0.0,892.427
235,ANIM3,educação,20224T,2023-04-03,2.36,2.21589719,-0.43397241,0.04418039,-0.01361327,0.00357773,0.21170788,0.04287673,0.2782,77.7466,2.3552,5.3587,5096739.0,0.07418489,0.57655257,0.10611184,0.0032145,1.31384384,0.0,26956.565
236,IGTI11,shopping,20224T,2023-04-03,18.59,-0.47545288,-0.21413914,0.09104263,0.1057351,0.00312122,0.09233515,0.06864083,1.8473,591.8587,15.3369,13.5497,8858774.0,0.05585084,0.58588308,0.48681496,0.01261486,0.30931122,0.01184243,74513.224
237,IGTI3,shopping,20224T,2023-04-03,2.39,0.36001825,1.03753882,0.09104263,0.1057351,0.00312122,0.09233515,0.06864083,0.7125,228.2747,5.9153,6.4198,4197264.0,0.11787917,0.58588308,0.48681496,0.01261486,0.30931122,0.03070444,254.093
238,CEAB3,varejo,20224T,2023-04-03,2.84,5.19284925,12.73437369,0.05349635,0.28104715,0.00027632,0.28378546,0.05206339,0.2909,1052.6112,3.2538,2.3802,1340621.0,0.20004167,0.50231809,0.04336991,0.00013407,0.15599181,0.0,8402.905
239,BRIV4,banco,20224T,2023-04-03,9.5,-0.9863535,-4.1565972,0.0,0.0,0.0,-0.23055587,0.0,0.4957,0.0,4.7725,0.0,0.0,0.0,0.16439635,0.06004735,0.0,0.0,0.02791369,28.91
240,PCAR3,supermercado,20224T,2023-04-03,14.67,0.0937761,3.41758222,-0.0242053,-0.18781595,-0.00029127,-0.30903663,-0.02883241,0.2884,-990.1406,-7.0098,4.5419,6072562.0,-0.09304145,0.24836903,-0.03261936,-0.00023093,0.15379014,0.06690969,18383.392
241,SRNA3,energia,20224T,2023-04-03,9.35,-0.86369246,-0.43461461,0.04213682,0.07287938,-0.00155058,0.10579519,0.04325345,1.1242,-725.0069,9.8442,12.8302,12844668.0,0.0460479,0.2742557,0.24273652,-0.00329588,1.35579084,0.00010734,9590.832
242,HBSA3,indústria,20224T,2023-04-03,2.09,0.1867477,-2.21509578,0.06126438,-0.00737972,-0.00613388,-0.46915664,0.05393449,1.1942,-194.6833,5.0102,8.7596,5404896.0,0.05868605,0.34966571,0.17941739,-0.00461734,2.86720894,0.0,5966.518
243,SYNE3,construção,20224T,2023-04-03,3.02,1.24008582,0.38453062,0.0388773,0.01517709,-0.01279446,-0.03333496,0.03978164,0.1791,-13.9951,3.2251,8.0478,1150320.0,0.12425757,0.43731388,0.30123562,-0.06941848,0.26775722,0.17353881,1243.126
244,HAPV3,saúde,20224T,2023-04-03,2.45,-0.61105781,0.18769723,-0.00247935,-0.00640072,-0.01591246,-0.02597969,-0.0025774,0.3573,-22.4546,-111.7694,13.443,24539185.0,-0.00635176,0.23812131,-0.00656315,-0.03266855,0.14599067,0.05838561,294517.227
245,PDGR3,construção,20224T,2023-04-03,3.96,-192.8186818,-129.48829408,-0.05707894,-0.14438781,-0.01693429,-0.29385761,-0.01674252,-0.0026,-0.153,-0.2096,-19.9583,1192168.0,-0.05072606,0.26305335,-0.50683049,-0.69411153,0.24117237,0.0,826.297
246,YDUQ3,educação,20224T,2023-04-03,6.93,2.83008917,1.86554184,0.08052326,0.03880686,-0.01873071,-0.11390449,0.07717126,0.6794,-36.2728,3.2573,4.7255,6265776.0,0.09853735,0.56571784,0.13525107,-0.01214561,1.43735851,0.01867476,33494.184
247,MNPR3,proteína,20224T,2023-04-03,8.79,5.19367195,3.0877859,-0.17407121,-0.09090729,-0.01950399,-0.20690004,-0.1308104,-0.1857,9.521,1.4208,1.0236,52146.0,0.84236762,0.28501121,0.12010171,0.01792257,0.03053989,0.0,17.574
248,SMFT3,consumo,20224T,2023-04-03,13.18,-0.51129806,-0.22067393,-0.00128438,-0.06822174,-0.02125203,0.04562898,-0.00132446,1.8361,-86.3982,-764.79,9.2179,8223732.0,-0.00122852,0.20361513,-0.00934636,-0.08273325,0.11811916,0.00105039,20837.06
249,MRVE3,construção,20224T,2023-04-03,6.14,-1.72693041,-2.21289431,0.01950654,-0.00509378,-0.02271494,-0.1957444,0.02500685,0.4518,-19.8911,8.4825,18.3565,9665859.0,0.03622885,0.19679452,0.05279338,-0.02251365,1.01842323,0.0653794,54659.542
250,LJQQ3,varejo,20224T,2023-04-03,3.78,0.34453537,0.18670945,0.05729239,0.08451534,-0.03484023,0.02659354,0.09217307,1.3188,-37.8526,8.0859,3.1708,628721.0,0.13925727,0.3325687,0.03785844,-0.0080872,-0.147602,0.03001594,20615.054
251,ZAMP3,consumo,20224T,2023-04-03,4.43,1.52843166,2.81620225,0.03425541,0.11568319,-0.03756157,0.11306313,0.038717,0.8009,-21.3217,12.2948,5.0718,1683877.0,0.05745313,0.64392289,0.02654394,-0.01530617,0.33290466,0.0,6161.798
252,AZUL4,aviação,20224T,2023-04-03,11.53,-1.64988784,-1.44018337,0.1753944,0.53577166,-0.03800431,-0.23276138,0.33942059,-0.767,-20.1825,10.1984,10.5363,37130087.0,0.03850126,0.17469841,0.08963814,-0.04529496,1.18642131,0.0,109110.461
253,COGN3,educação,20224T,2023-04-03,1.8,1.27265075,2.47512145,0.01355037,0.00862226,-0.04085659,-0.05621495,0.01414287,0.2548,-6.2357,11.1225,12.4109,9448990.0,0.03209909,0.6337767,0.05956244,-0.10624048,0.45882577,0.0,70106.726
254,MGLU3,varejo,20224T,2023-04-03,3.31,-0.83676394,-0.69762409,0.03795012,0.05661767,-0.04685783,-0.01348972,0.04345414,2.0749,-44.2817,28.6346,13.6829,26479867.0,0.02914044,0.27987065,0.02068782,-0.0133777,0.41173229,0.00452428,212173.1
255,GFSA3,construção,20224T,2023-04-03,5.75,0.66956631,3.18050087,-0.03377118,-0.10876499,-0.04692409,-0.00839751,-0.03484653,0.1658,-3.5325,-2.2411,-18.9101,1823540.0,-0.07190903,0.13474243,-0.11543076,-0.07323259,0.86279927,0.0,7797.806
256,CLSA3,tecnologia,20224T,2023-04-03,6.05,-0.43015707,0.36091281,-0.25268688,-0.02777111,-0.04972942,0.02784021,-0.10562255,1.5256,-30.6779,-13.3328,-8.4187,717905.0,-0.11878318,0.34575907,-0.16732367,-0.07271982,-0.56228958,0.0,4686.783
257,DASA3,saúde,20224T,2023-04-03,7.01,0.95284339,3.92078544,0.05417954,0.04113653,-0.0546966,-0.12130563,0.05479859,0.5306,-9.7012,3.7004,5.7072,12145699.0,0.08370008,0.28931959,0.07743197,-0.02953532,1.18259531,0.04233097,1477.384
258,SCAR3,construção,20224T,2023-04-03,15.78,-0.48288067,0.8526447,0.04610833,0.06834808,-0.05575626,-0.03194255,0.04368632,0.6041,-10.8341,5.9917,12.5257,2646259.0,0.05666377,0.60627611,0.38932812,-0.21531223,1.17517238,0.00910922,185.629
259,NINJ3,tecnologia,20224T,2023-04-03,2.22,0.93687492,1.57877791,-7.56465651,-5.87379546,-0.05683445,-0.00959976,-0.17377659,0.4045,-7.1179,-2.317,3.3545,-159576.0,-0.30500273,0.90274953,-0.85345795,-0.2778109,-0.97699789,0.0,267.139
260,ESPA3,saúde,20224T,2023-04-03,0.95,-0.14482875,0.39370704,0.06317771,0.04851172,-0.05788266,-0.07238544,0.05757495,0.3869,-6.6844,3.3007,5.3313,1024300.0,0.10155619,0.36402707,0.11475155,-0.05666316,0.76733798,0.0,3990.536
261,BHIA3,varejo,20224T,2023-04-03,1.81,1.80614928,2.07778317,0.05753791,0.05173952,-0.06472369,-0.12339137,0.07918429,0.5413,-8.3639,2.4638,4.4842,10219468.0,0.1136067,0.31037608,0.03757525,-0.01106868,1.39269493,0.0,165106.266
262,VIVR3,construção,20224T,2023-04-03,0.36,-8.00441445,-7.42327868,-0.22874462,-0.50756979,-0.06895982,-0.53267112,-0.50921034,-0.4654,-6.7488,-1.8542,-7.141,316680.0,-0.14394322,0.31882573,-0.37369448,-0.10267089,1.27831157,0.0,7945.031
263,EMBR3,indústria,20224T,2023-04-03,20.66,0.07307808,1.52518752,-0.02163338,0.11593452,-0.07106118,0.03264349,-0.01766563,1.0299,-14.4929,-27.3173,-35.694,19831132.0,-0.02801595,0.20086247,-0.02369369,-0.04465961,0.31580696,0.0,144172.059
264,CASH3,tecnologia,20224T,2023-04-03,0.97,-0.58556982,-0.62168029,-0.98894348,-0.63946101,-0.07275794,-0.02725733,-0.17702451,1.05,-14.4313,-5.9303,-0.6777,95895.0,-1.47558817,-0.38440182,-0.38440182,-0.15796494,-0.92999982,2.38e-06,23038.982
265,GOLL4,aviação,20224T,2023-04-03,6.42,-0.72183048,0.10560531,0.15211225,0.68932011,-0.07310672,-0.04324397,-0.05943231,-0.9617,-13.155,36.8706,14.0314,31952893.0,0.01743548,0.20723936,0.03665531,-0.1027371,0.53428727,0.0,52086.983
266,SHOW3,consumo,20224T,2023-04-03,1.58,1.97270897,-4.014008,0.35173145,0.04740643,-0.07374267,-0.5207732,0.1658863,0.9316,-12.6334,3.1154,0.387,15568.0,2.19611391,0.25510592,0.10407895,-0.02566585,-0.79545176,0.0,889.387
267,TELB4,telecom,20224T,2023-04-03,12.1,-0.01558412,0.87095877,-0.01455962,0.04272355,-0.07677778,0.01767466,-0.02076159,0.6284,-8.1843,-27.7096,0.1162,23739.0,-1.58896255,-0.53896044,-0.10844354,-0.36715731,-0.61410198,6.027e-05,24.125
268,KRSA3,saúde,20224T,2023-04-03,0.98,2.237473,1.62282962,0.07709019,0.06577546,-0.07719998,-0.19293417,0.07427583,0.615,-7.9664,2.7821,8.84,2391275.0,0.1131225,0.23840235,0.13216552,-0.04615609,1.33914335,0.0,257.502
269,TEKA4,textil,20224T,2023-04-03,16.19,-80.92324922,-53.67432379,-0.11393497,-0.40915382,-0.08326381,-0.07614658,-0.07610854,-0.0042,-0.051,-0.0757,-4.9526,510798.0,-0.21078584,0.17877326,-0.40456383,-0.60003156,0.2620873,0.0,6.478
270,HAGA4,indústria,20224T,2023-04-03,1.01,0.45110683,0.45110683,0.34998194,1.92966555,-0.09839937,-0.4537504,-0.12452773,-0.2133,2.1672,2.7106,-1.2228,-5422.0,-0.81780067,0.2318099,0.15735478,0.19681241,0.30945131,0.0,61.885
271,HAGA3,indústria,20224T,2023-04-03,2.1,-0.30208671,-0.30208671,0.34998194,1.92966555,-0.09839937,-0.4537504,-0.12452773,-0.4434,4.5061,5.636,1.7026,7549.0,0.58735046,0.2318099,0.15735478,0.19681241,0.30945131,0.0,38.137
272,AERI3,indústria,20224T,2023-04-03,1.22,0.24306503,-0.29003879,0.13016533,0.18184302,-0.10477156,-0.17821867,0.07901076,1.0513,-10.0346,4.3583,6.3164,1685301.0,0.12665686,0.11927656,0.08645809,-0.03755097,0.85324365,0.01696346,4151.178
273,OPCT3,transporte,20224T,2023-04-03,2.84,-1.55898296,-0.03309555,0.01702713,0.08532587,-0.12174937,0.15141313,0.01673691,0.7352,-6.0389,17.1834,6.2186,1593961.0,0.02049925,0.15617378,0.02720747,-0.07741743,1.35203409,0.0,3238.429
274,NTCO3,consumo,20224T,2023-04-03,13.57,-0.74722046,-0.00171752,-0.01282928,-0.01708781,-0.12789595,-0.15927747,-0.01273614,0.8337,-6.5186,-40.7056,12.2912,26230375.0,-0.01745232,0.63809751,-0.01259383,-0.07864252,0.33985376,0.00968711,239531.269
275,BRKM5,químico,20224T,2023-04-03,19.24,1.54268168,-5.53896466,0.0848371,-0.1464017,-0.13430941,-1.23327577,0.10245479,2.5091,-18.6813,3.5875,4.0147,36152971.0,0.11816658,0.11768359,0.04426134,-0.00849976,3.40966325,0.08810468,34349.531
276,BRKM3,químico,20224T,2023-04-03,19.98,1.44850829,-5.37085486,0.0848371,-0.1464017,-0.13430941,-1.23327577,0.10245479,2.6056,-19.3999,3.7255,4.0801,36742433.0,0.11627083,0.11768359,0.04426134,-0.00849976,3.40966325,0.08484154,196.388
277,BOBR4,consumo,20224T,2023-04-03,1.17,0.88514747,1.76197201,0.31088064,0.51631287,-0.14508068,-0.60298576,0.64128862,-1.9579,13.4955,1.9321,3.6492,673776.0,0.23413849,0.34714039,0.10723161,0.01535162,2.37023999,0.0,0.819
278,TRAD3,tecnologia,20224T,2023-04-03,0.97,-1.88884321,-2.23606869,-0.25779631,-0.33705708,-0.15365366,-0.30295487,-0.16890455,0.5085,-3.3094,-2.9882,-1.2215,89718.0,-1.01188437,0.47300363,-1.10125308,-0.99437146,-0.34032938,0.00241079,1213.182
279,IRBR3,seguro,20224T,2023-04-03,21.35,-3.45858762,-1.55441297,0.0,0.0,-0.15474145,-0.03805464,0.0,0.429,-2.7721,-0.9733,0.0,0.0,0.0,-0.20422101,-0.2547483,-0.0894476,0.0,6.3e-06,29340.648
280,MBLY3,varejo,20224T,2023-04-03,1.79,-0.70280478,0.12518569,-0.18521195,-0.14312086,-0.16214811,-0.12162823,-0.13168531,0.344,-2.1218,-1.9832,-1.3539,130129.0,-0.73861363,0.39900229,-0.150873,-0.14101991,-0.10917446,0.0,1786.364
281,ENJU3,tecnologia,20224T,2023-04-03,0.9,-0.99868493,0.33230225,-1.2172139,-0.7312156,-0.17464881,-0.07476959,-0.2514297,0.4732,-2.7094,-1.882,1.6533,-128879.0,-0.74299847,0.35044384,-0.68939029,-0.47886624,-0.81160037,0.0,1023.182
282,WEST3,varejo,20224T,2023-04-03,1.05,-2.12710127,0.01838381,-0.43704003,-0.6459108,-0.17585398,-0.31850791,-0.24847847,0.3755,-2.1351,-1.3751,0.1401,-11807.0,-7.13677302,0.42151869,-0.32814252,-0.21133567,-0.41372394,0.0,556.708
283,SEER3,educação,20224T,2023-04-03,3.04,3.00004198,3.75892931,-0.00868268,-0.10976271,-0.17950904,-0.40529409,-0.01209302,0.3153,-1.7562,-16.1028,4.8138,915064.0,-0.02647685,0.49721268,-0.01445289,-0.13251942,0.42417038,0.0,1426.263
284,IFCM3,tecnologia,20224T,2023-04-03,1.69,-1.11546183,8.10457506,-0.0376464,-0.04656411,-0.18355915,-0.19808445,-0.04066112,0.428,-2.3317,-7.321,-11.3354,956483.0,-0.088219,0.42508086,-0.0946706,-0.29724975,0.23468972,0.0,1571.817
285,ORVR3,saneamento,20224T,2023-04-03,36.07,-1.12675927,-1.26600427,0.05300172,0.0802962,-0.19803531,-0.38406995,0.05374976,4.9794,-25.1441,33.7385,16.8896,3741650.0,0.02293587,0.30004439,0.13704042,-0.18388149,1.45542051,0.0,16820.792
286,RPMG3,petróleo,20224T,2023-04-03,1.67,-58.91881779,-64.66982523,-0.24857244,-0.30214051,-0.20835315,-0.22882169,-0.21511525,-0.0252,-0.1208,-0.1171,-0.1196,114929.0,-8.40172994,-0.12680622,-0.19383336,-0.18786179,0.00042189,0.0,23.475
287,SEQL3,transporte,20224T,2023-04-03,1.85,-2.42264002,-4.8950937,0.04189001,0.00088505,-0.21315186,-0.31661644,0.04373119,0.5187,-2.4336,4.3064,4.6769,1013443.0,0.05959287,0.17380757,0.03347183,-0.05923108,1.50254992,0.0,15032.665
288,AALR3,saúde,20224T,2023-04-03,22.52,-1.40178166,-1.81641777,-0.01495092,-0.08784909,-0.22328058,-0.49622117,-0.01588448,2.7022,-12.1021,-82.8198,40.4844,3469511.0,-0.00923387,0.30022608,-0.02952694,-0.2020656,0.83124439,0.00076245,3211.656
289,INEP3,indústria,20224T,2023-04-03,0.98,-10.88120466,-12.64707954,-0.16056375,-0.5557516,-0.22618414,-0.4448824,-0.11007459,-0.1107,-0.4894,-2.1904,-14.2013,1054077.0,-0.07769928,-0.70220108,-7.63859355,-34.18821115,0.53971084,0.0,1321.529
290,INEP4,indústria,20224T,2023-04-03,0.8,-13.10447571,-15.26767243,-0.16056375,-0.5557516,-0.22618414,-0.4448824,-0.11007459,-0.0904,-0.3995,-1.788,-13.7574,1021127.0,-0.08020648,-0.70220108,-7.63859355,-34.18821115,0.53971084,0.0,285.726
291,BRFS3,proteína,20224T,2023-04-03,6.0,0.43789787,0.97415911,-0.00441249,-0.04053565,-0.2657245,-0.32354752,-0.00385652,0.5471,-2.0591,-47.4643,13.0598,21436558.0,-0.00635778,0.15115041,-0.00253302,-0.05838908,1.26599542,0.0,97640.122
